plate, mjd, fiber, FWHM_broad_Halpha, log_L_OIII_5007, log_L_narrow_Hbeta, EW_broad_Hbeta, EW_broad_FeII, EW_OIII_5007, r_mag, W1_mag, W2_mag, W3_mag, W4_mag, log_BH_mass, log_L_bol, log_Eddington_ratio 
1601.0, 53115.0, 264.0, 2161.6, 41.6, 40.64, 41.9, 36.8, 10.6, 17.159, nan, nan, nan, nan, 8.07, 45.242, -0.93 
471.0, 51924.0, 460.0, 2942.5, 41.9, 41.21, 80.9, 44.4, 7.6, 17.137, nan, nan, nan, nan, 7.82, 45.628, -0.29 
937.0, 52707.0, 391.0, 1381.9, 41.3, 41.08, 28.1, 43.7, 4.1, 17.782, 14.001, 12.948, 10.03, 7.727, 7.42, 45.375, -0.15 
1402.0, 52872.0, 528.0, 1438.5, 41.5, 40.9, 37.1, 27.5, 11.9, 18.331, 13.833, 12.748, 10.067, 8.214, 7.35, 45.074, -0.37 
2014.0, 53460.0, 440.0, 1361.0, 41.5, 41.16, 62.6, 88.2, 12.6, 18.355, nan, nan, nan, nan, 7.24, 45.031, -0.31 
1809.0, 53792.0, 602.0, 5414.0, 42.3, 41.39, 126.9, 71.1, 53.8, 16.681, 12.188, 11.129, 8.21, 5.674, 7.87, 45.245, -0.72 
876.0, 52669.0, 519.0, 1979.4, 41.5, 40.83, 58.7, 20.8, 10.2, 18.36, nan, nan, nan, nan, 7.73, 45.189, -0.64 
619.0, 52056.0, 272.0, 1918.0, 41.3, 40.9, 67.0, 43.5, 10.7, 18.274, nan, nan, nan, nan, 7.69, 44.944, -0.85 
2222.0, 53799.0, 194.0, 1776.8, 42.6, 41.4, 70.6, 40.0, 61.0, 16.243, nan, nan, nan, nan, 7.71, 45.498, -0.31 
1768.0, 53442.0, 237.0, 2081.5, 42.1, 40.89, 124.9, 90.2, 50.9, 18.259, nan, nan, nan, nan, 7.63, 45.108, -0.62 
2511.0, 53882.0, 460.0, 2098.3, 41.8, 41.15, 64.8, 9.8, 23.7, 17.808, nan, nan, nan, nan, 7.89, 45.111, -0.88 
1789.0, 54259.0, 190.0, 1743.0, 41.8, 40.72, 59.9, 37.6, 13.0, 17.114, nan, nan, nan, nan, 7.71, 45.379, -0.43 
1984.0, 53433.0, 609.0, 2047.9, 41.6, 40.51, 89.4, 29.8, 31.2, 18.034, nan, nan, nan, nan, 7.59, 44.819, -0.87 
636.0, 52176.0, 458.0, 1489.6, 41.5, nan, 39.6, 42.4, 12.2, 18.932, nan, nan, nan, nan, 7.17, 45.045, -0.23 
377.0, 52145.0, 44.0, 1370.5, 40.4, 41.72, 18.9, 70.6, 0.9, 17.243, nan, nan, nan, nan, 7.93, 45.094, -0.94 
2021.0, 53475.0, 595.0, 1553.0, 42.0, 41.33, 51.5, 41.3, 14.6, 17.491, nan, nan, nan, nan, 7.65, 45.481, -0.27 
1864.0, 53313.0, 289.0, 1517.2, 41.2, 41.44, 42.1, 52.8, 5.9, 18.304, 13.232, 12.311, 9.378, 7.07, 7.66, 45.068, -0.69 
2012.0, 53493.0, 287.0, 1723.3, 42.0, 40.76, 76.3, 96.9, 25.8, 17.688, nan, nan, nan, nan, 7.59, 45.245, -0.45 
524.0, 52027.0, 165.0, 1387.5, 41.7, 40.77, 28.0, 48.3, 9.3, 17.319, nan, nan, nan, nan, 7.43, 45.394, -0.13 
278.0, 51900.0, 527.0, 2014.8, 41.4, 40.2, 24.9, 25.1, 8.7, 16.459, nan, nan, nan, nan, 7.67, 45.142, -0.63 
2784.0, 54529.0, 10.0, 1442.2, 41.5, 41.37, 51.0, 63.1, 11.1, 16.094, nan, nan, nan, nan, 7.36, 45.142, -0.32 
1008.0, 52707.0, 540.0, 1443.7, 41.1, 40.88, 48.5, 47.1, 4.5, 17.251, nan, nan, nan, nan, 7.31, 45.085, -0.32 
2525.0, 54569.0, 308.0, 1832.7, 42.0, 41.32, 71.1, 34.1, 22.8, 17.145, 11.661, 10.688, 7.844, 5.548, 7.76, 45.253, -0.61 
1585.0, 52962.0, 178.0, 2526.6, 41.8, 41.06, 68.9, 105.9, 8.1, 17.109, 12.605, 11.541, 8.634, 6.483, 8.14, 45.575, -0.66 
2160.0, 53885.0, 243.0, 3133.6, 42.0, 41.26, 64.9, 23.5, 18.9, 16.979, 11.715, 10.688, 8.093, 5.806, 7.92, 45.341, -0.68 
1361.0, 53047.0, 477.0, 1795.2, 41.6, 41.77, 52.0, 70.0, 6.5, 17.171, nan, nan, nan, nan, 8.23, 45.431, -0.9 
2437.0, 53848.0, 438.0, 1904.6, 41.9, 40.73, 60.8, 31.6, 41.8, 16.732, nan, nan, nan, nan, 7.73, 44.945, -0.88 
432.0, 51884.0, 246.0, 1985.2, 42.3, 41.29, 131.3, 56.7, 43.1, 16.229, 10.507, 9.547, 7.071, 4.919, 7.79, 45.284, -0.6 
936.0, 52705.0, 143.0, 1393.0, 41.4, 40.93, 28.3, 43.2, 9.0, 17.732, 13.107, 12.159, 9.416, 7.138, 7.33, 45.159, -0.27 
381.0, 51811.0, 593.0, 1649.8, 42.2, 41.08, 60.3, 44.0, 31.6, 17.817, nan, nan, nan, nan, 7.85, 45.326, -0.63 
1220.0, 52723.0, 89.0, 1691.5, 42.1, nan, 56.9, 49.9, 4.8, 16.352, nan, nan, nan, nan, 8.0, 46.046, -0.06 
595.0, 52023.0, 467.0, 1405.1, 41.0, 41.25, 39.8, 64.0, 3.0, 17.155, 11.64, 10.735, 7.686, 5.541, 7.4, 45.234, -0.27 
835.0, 52326.0, 480.0, 2178.1, 42.1, 40.92, 75.9, 31.3, 36.5, 18.544, nan, nan, nan, nan, 7.78, 45.163, -0.71 
327.0, 52294.0, 19.0, 1737.8, 41.6, 40.51, 69.0, 50.8, 19.0, 18.168, nan, nan, nan, nan, 7.55, 44.96, -0.69 
983.0, 52443.0, 539.0, 2212.4, 41.7, 41.16, 81.9, 55.0, 14.8, 18.046, nan, nan, nan, nan, 7.8, 45.219, -0.68 
2279.0, 53708.0, 328.0, 2488.5, 41.5, 40.98, 63.3, 85.0, 8.3, 18.185, 13.561, 12.657, 9.729, 7.355, 8.12, 45.247, -0.97 
1377.0, 53050.0, 358.0, 2367.2, 41.7, 41.24, 89.4, 90.9, 15.0, 16.891, nan, nan, nan, nan, 7.85, 45.201, -0.75 
1745.0, 53061.0, 577.0, 1994.9, 42.1, 40.36, 39.4, 40.6, 32.9, 18.216, nan, nan, nan, nan, 7.44, 45.246, -0.29 
2267.0, 53713.0, 283.0, 2187.6, 42.1, 41.4, 77.4, 38.4, 41.3, 18.323, 13.611, 12.43, 9.64, 7.155, 8.08, 45.174, -1.01 
371.0, 52078.0, 590.0, 1959.1, 41.8, 40.78, 52.1, 49.7, 10.8, 17.946, nan, nan, nan, nan, 7.79, 45.423, -0.47 
2791.0, 54556.0, 520.0, 1920.6, 41.6, 41.19, 81.2, 94.9, 13.5, 17.681, 13.291, 12.326, 9.299, 6.905, 7.72, 45.124, -0.69 
1814.0, 54555.0, 125.0, 2200.9, 42.1, 41.36, 66.2, nan, 43.6, 17.324, 12.967, 12.016, 9.411, 7.06, 8.02, 45.123, -0.99 
1041.0, 52724.0, 285.0, 1857.2, 41.7, 40.85, 75.5, 70.4, 14.9, 18.316, nan, nan, nan, nan, 7.89, 45.182, -0.81 
1441.0, 53083.0, 17.0, 1394.8, 41.4, 41.56, 60.9, 81.1, 8.1, 18.212, nan, nan, nan, nan, 7.58, 45.142, -0.54 
2610.0, 54476.0, 43.0, 1818.5, 42.1, 40.77, 101.5, 131.7, 37.3, 17.185, nan, nan, nan, nan, 7.59, 45.206, -0.48 
410.0, 51816.0, 523.0, 2601.2, 42.0, 40.93, 67.2, 26.1, 31.3, 17.708, 13.078, 12.107, 8.999, 6.323, 8.01, 45.22, -0.89 
1290.0, 52734.0, 136.0, 2086.8, 41.7, 40.25, 50.9, 14.3, 22.6, 18.01, nan, nan, nan, nan, 7.67, 45.006, -0.77 
720.0, 52206.0, 213.0, 1941.5, 42.1, 41.22, 73.5, nan, 46.3, 17.579, nan, nan, nan, nan, 8.19, 45.109, -1.18 
1342.0, 52793.0, 548.0, 2099.6, 42.1, 40.93, 75.9, 8.5, 67.9, 16.909, 12.072, 11.098, 7.751, 4.929, 7.61, 44.899, -0.82 
1290.0, 52734.0, 264.0, 1961.1, 41.7, 40.99, 66.6, 26.6, 16.7, 18.305, nan, nan, nan, nan, 7.75, 45.19, -0.66 
1947.0, 53431.0, 389.0, 1490.4, 42.3, 41.36, 74.5, 42.0, 63.0, 18.02, nan, nan, nan, nan, 7.4, 45.21, -0.29 
1415.0, 52885.0, 144.0, 2036.9, 43.0, 42.1, 100.6, 16.0, 113.4, 16.122, 11.302, 10.326, 7.717, 5.428, 8.28, 45.639, -0.74 
2582.0, 54139.0, 125.0, 2327.0, 43.0, 42.21, 88.9, 3.5, 84.9, 15.835, nan, nan, nan, nan, 8.39, 45.689, -0.8 
966.0, 52642.0, 488.0, 2238.8, 41.7, 40.91, 43.7, 29.1, 9.4, 17.656, nan, nan, nan, nan, 7.81, 45.344, -0.56 
1868.0, 53318.0, 49.0, 1756.7, 41.6, 41.21, 59.5, 78.0, 5.9, 17.175, 12.796, 11.831, 9.072, 6.713, 7.83, 45.494, -0.44 
2006.0, 53476.0, 623.0, 1800.1, 41.5, 40.41, 53.9, 26.3, 7.9, 18.489, nan, nan, nan, nan, 7.66, 45.237, -0.52 
301.0, 51942.0, 142.0, 1878.5, 41.3, nan, 85.6, 76.1, 8.7, 17.737, 12.707, 11.835, 8.994, 6.693, 7.6, 45.008, -0.69 
1314.0, 53050.0, 512.0, 2275.7, 41.8, 40.66, 82.3, 70.0, 25.7, 18.69, nan, nan, nan, nan, 7.77, 45.108, -0.77 
1675.0, 53466.0, 506.0, 4794.9, 43.2, 42.18, 78.2, nan, 176.9, 17.263, nan, nan, nan, nan, 8.38, 45.577, -0.9 
667.0, 52163.0, 567.0, 2274.2, 41.6, 40.84, 70.9, 34.4, 11.7, 17.482, nan, nan, nan, nan, 7.83, 45.154, -0.77 
558.0, 52317.0, 537.0, 2623.3, 42.0, 41.13, 109.6, 25.6, 22.1, 17.948, 13.616, 12.536, 9.742, 7.245, 7.94, 45.298, -0.75 
586.0, 52023.0, 89.0, 1301.2, 41.5, nan, 29.9, 36.8, 6.0, 18.011, 13.659, 12.7, 9.623, 6.992, 7.32, 45.354, -0.07 
1189.0, 52668.0, 357.0, 1695.3, 41.7, 41.1, 44.0, 60.3, 12.8, 17.71, nan, nan, nan, nan, 7.69, 45.242, -0.54 
607.0, 52368.0, 625.0, 1565.8, 42.6, 41.67, 62.9, 52.6, 26.4, 16.859, nan, nan, nan, nan, 7.68, 45.788, 0.01 
1279.0, 52736.0, 339.0, 2429.8, 41.8, 40.95, 40.9, 21.9, 22.5, 18.21, nan, nan, nan, nan, 8.34, 45.083, -1.36 
2172.0, 54230.0, 275.0, 1405.8, 40.9, 41.04, 37.1, 55.3, 3.6, 17.741, 12.561, 11.628, 9.19, 7.131, 7.38, 45.043, -0.44 
1451.0, 53117.0, 583.0, 3476.8, 41.7, 40.85, 64.4, 62.5, 15.7, 17.076, nan, nan, nan, nan, 7.97, 45.169, -0.9 
301.0, 51942.0, 545.0, 2088.3, 41.7, 41.1, 46.5, 42.9, 14.8, 18.105, 13.507, 12.506, 9.531, 6.911, 7.97, 45.238, -0.83 
270.0, 51909.0, 83.0, 1987.6, 41.6, 41.12, 65.0, 36.6, 20.5, 18.254, nan, nan, nan, nan, 7.49, 44.927, -0.66 
1841.0, 53491.0, 317.0, 1911.0, 41.5, 39.99, 89.1, 77.9, 15.2, 18.182, nan, nan, nan, nan, 7.58, 45.004, -0.68 
771.0, 52370.0, 476.0, 2252.6, 42.6, 41.48, 105.9, nan, 119.0, 17.956, 13.827, 12.831, 10.116, 7.351, 8.03, 45.171, -0.96 
1398.0, 53146.0, 482.0, 1689.4, 41.4, 41.14, 32.6, 47.6, 6.2, 17.687, 13.175, 12.192, 9.149, 7.11, 7.83, 45.235, -0.69 
499.0, 51988.0, 243.0, 2400.5, 41.3, 40.69, 33.9, 39.6, 8.2, 17.417, nan, nan, nan, nan, 7.94, 45.061, -0.98 
2132.0, 53493.0, 155.0, 1815.7, 41.7, nan, 36.6, 32.7, 9.5, 17.781, 12.49, 11.533, 8.501, 6.207, 7.55, 45.397, -0.25 
2746.0, 54232.0, 494.0, 2147.5, 41.4, 41.29, 34.8, 61.7, 4.1, 17.442, 12.444, 11.505, 8.781, 6.529, 8.09, 45.462, -0.72 
1165.0, 52703.0, 486.0, 5118.9, 41.2, nan, 41.4, 30.7, 5.0, 17.838, nan, nan, nan, nan, 7.67, 45.149, -0.62 
1303.0, 53050.0, 378.0, 2125.2, 42.5, 41.44, 100.2, nan, 109.4, 18.445, nan, nan, nan, nan, 7.64, 45.13, -0.61 
585.0, 52027.0, 368.0, 1460.1, 41.6, 41.98, 39.3, 9.0, 10.5, 16.27, 12.657, 11.723, 9.268, 7.38, 7.89, 45.26, -0.73 
849.0, 52439.0, 521.0, 1332.8, 41.5, 41.04, 25.8, 21.3, 9.4, 18.655, nan, nan, nan, nan, 7.25, 45.181, -0.16 
953.0, 52411.0, 120.0, 2364.3, 42.0, 40.54, 50.9, 29.0, 14.5, 17.509, nan, nan, nan, nan, 8.01, 45.465, -0.65 
2293.0, 53730.0, 287.0, 2555.1, 42.0, 41.11, 88.7, 4.8, 26.4, 17.068, nan, nan, nan, nan, 8.03, 45.254, -0.88 
1845.0, 54144.0, 39.0, 1691.5, 42.1, 40.18, 62.7, 38.0, 47.5, 18.101, 13.364, 12.375, 9.477, 6.873, 7.77, 45.088, -0.79 
1817.0, 53851.0, 35.0, 1509.6, 41.7, nan, 44.9, 54.0, 11.8, 18.121, 13.412, 12.39, 9.437, 6.969, 7.45, 45.329, -0.22 
749.0, 52226.0, 290.0, 2464.8, 41.6, 40.77, 60.0, 13.1, 16.8, 18.213, nan, nan, nan, nan, 7.84, 44.996, -0.94 
2158.0, 54209.0, 114.0, 1799.6, 41.3, 41.26, 101.3, 107.6, 4.3, 16.25, 11.016, 10.004, 7.36, 5.314, 7.9, 45.37, -0.63 
2122.0, 54178.0, 200.0, 2007.5, 41.6, 41.62, 35.4, 18.2, 9.1, 18.13, nan, nan, nan, nan, 8.29, 45.355, -1.04 
1610.0, 53144.0, 89.0, 1772.3, 41.7, 41.06, 46.9, 26.9, 10.8, 17.52, nan, nan, nan, nan, 7.68, 45.327, -0.45 
1346.0, 52822.0, 86.0, 5324.7, 41.6, 40.3, 119.7, 80.2, 12.9, 17.52, nan, nan, nan, nan, 7.66, 45.189, -0.57 
1673.0, 53462.0, 108.0, 2116.2, 42.5, 41.12, 135.0, 29.4, 39.2, 16.913, nan, nan, nan, nan, 7.95, 45.582, -0.47 
1644.0, 53144.0, 349.0, 1856.3, 41.8, 41.28, 104.4, 134.8, 33.9, 17.706, nan, nan, nan, nan, 7.77, 44.98, -0.89 
1060.0, 52636.0, 293.0, 1514.5, 41.7, 41.33, 49.4, 46.1, 14.7, 16.728, 11.918, 10.939, 8.032, 5.553, 7.36, 45.186, -0.27 
526.0, 52312.0, 431.0, 1326.6, 41.5, 41.43, 34.7, 46.2, 10.0, 18.435, nan, nan, nan, nan, 7.32, 45.157, -0.26 
282.0, 51658.0, 501.0, 1445.3, 41.2, 41.14, 71.1, 59.9, 5.2, 17.46, nan, nan, nan, nan, 7.34, 45.132, -0.31 
1802.0, 53885.0, 192.0, 1925.6, 41.5, 41.58, 35.0, 72.9, 17.0, 18.046, nan, nan, nan, nan, 7.64, 44.953, -0.79 
349.0, 51699.0, 492.0, 1599.4, 41.8, 40.82, 51.9, 46.5, 10.8, 17.826, nan, nan, nan, nan, 7.6, 45.394, -0.31 
424.0, 51893.0, 490.0, 1438.1, 41.9, 41.3, 55.9, 57.3, 12.4, 17.899, nan, nan, nan, nan, 7.46, 45.42, -0.14 
596.0, 52370.0, 560.0, 2468.8, 41.3, 40.41, 78.1, 26.7, 10.7, 18.041, nan, nan, nan, nan, 7.86, 44.964, -0.99 
1696.0, 53116.0, 549.0, 1792.7, 42.0, 41.24, 62.2, 28.1, 33.5, 18.059, nan, nan, nan, nan, 7.69, 45.134, -0.66 
1393.0, 52824.0, 35.0, 2635.6, 43.0, 41.78, 98.4, 15.0, 155.3, 16.165, 11.095, 10.193, 7.328, 4.771, 7.99, 45.473, -0.62 
438.0, 51884.0, 533.0, 2717.8, 42.0, 40.93, 103.0, nan, 32.9, 18.038, 13.921, 12.987, 10.386, 8.326, 7.84, 45.099, -0.84 
1853.0, 53566.0, 538.0, 2411.7, 41.9, 40.75, 62.5, 11.8, 34.7, 18.584, 13.325, 12.204, 9.52, 7.257, 7.93, 45.049, -0.99 
2604.0, 54484.0, 232.0, 1614.9, 41.8, 39.53, 85.1, 84.2, 35.9, 18.211, nan, nan, nan, nan, 7.33, 44.943, -0.49 
2501.0, 54084.0, 253.0, 2083.5, 42.0, 41.14, 78.7, 45.6, 25.8, 17.978, nan, nan, nan, nan, 8.12, 45.241, -0.98 
946.0, 52407.0, 34.0, 1785.7, 41.7, 40.85, 25.4, 27.2, 16.1, 17.751, nan, nan, nan, nan, 7.48, 45.179, -0.41 
2346.0, 53734.0, 39.0, 2864.6, 42.0, 40.99, 50.1, 15.8, 24.3, 17.434, nan, nan, nan, nan, 8.0, 45.232, -0.87 
1028.0, 52884.0, 360.0, 2147.8, 42.0, 40.92, 46.8, 38.6, 34.9, 18.582, nan, nan, nan, nan, 7.67, 45.077, -0.69 
2374.0, 53765.0, 60.0, 1983.9, 42.1, 41.05, 105.5, 29.8, 14.5, 17.051, nan, nan, nan, nan, 7.93, 45.588, -0.44 
638.0, 52081.0, 514.0, 2458.0, 41.9, 40.99, 103.3, 34.9, 16.0, 17.664, nan, nan, nan, nan, 7.93, 45.343, -0.68 
1215.0, 52725.0, 318.0, 1537.4, 41.0, 40.95, 31.3, 48.1, 2.9, 17.527, nan, nan, nan, nan, 7.53, 45.251, -0.38 
1799.0, 53556.0, 127.0, 3511.2, 42.4, 41.42, 96.2, 8.1, 162.0, 18.172, nan, nan, nan, nan, 8.22, 44.853, -1.47 
1870.0, 53383.0, 551.0, 1956.7, 41.5, nan, 88.1, 68.5, 8.3, 18.281, 13.784, 12.816, 9.96, 8.021, 7.74, 45.222, -0.62 
353.0, 51703.0, 633.0, 2057.1, 41.5, 40.39, 79.3, 56.4, 11.4, 17.422, 12.579, 11.447, 8.521, 6.147, 7.66, 45.131, -0.62 
1444.0, 53054.0, 202.0, 2645.7, 41.6, 40.88, 43.8, 43.2, 7.1, 15.881, nan, nan, nan, nan, 8.09, 45.388, -0.8 
412.0, 52258.0, 129.0, 2493.5, 41.5, 40.34, 42.0, 17.6, 12.6, 15.811, 12.596, 11.633, 8.423, 6.064, 7.93, 45.064, -0.97 
2169.0, 53556.0, 185.0, 1591.8, 42.0, 41.31, 61.4, 7.7, 37.5, 18.255, 14.153, 13.117, 10.432, 8.201, 7.42, 45.088, -0.43 
1688.0, 53462.0, 30.0, 1366.3, 41.5, 41.88, 32.0, 33.7, 10.2, 18.055, 13.99, 13.142, 10.502, 8.36, 8.35, 45.199, -1.25 
1819.0, 54540.0, 140.0, 2482.2, 42.6, 41.75, 120.0, nan, 27.8, 16.143, 11.801, 10.86, 8.126, 5.67, 8.42, 45.826, -0.69 
1811.0, 53533.0, 122.0, 2423.6, 42.2, 41.15, 68.0, 11.2, 15.5, 17.213, 12.577, 11.517, 8.942, 6.662, 8.09, 45.632, -0.56 
897.0, 52605.0, 31.0, 2014.4, 41.9, 41.62, 55.0, 42.2, 26.4, 18.642, 13.565, 12.501, 9.502, 6.798, 8.12, 45.096, -1.12 
749.0, 52226.0, 285.0, 1835.7, 41.7, nan, 48.8, 44.5, 14.1, 18.473, nan, nan, nan, nan, 7.55, 45.169, -0.48 
1287.0, 52728.0, 296.0, 2027.8, 41.1, nan, 72.1, 96.5, 4.0, 16.319, nan, nan, nan, nan, 7.93, 45.139, -0.89 
2122.0, 54178.0, 436.0, 2709.9, 41.6, 40.77, 57.7, 26.1, 13.1, 17.846, nan, nan, nan, nan, 8.05, 45.133, -1.02 
2883.0, 54525.0, 524.0, 2979.5, 42.6, 41.34, 129.4, 7.1, 256.3, 16.532, nan, nan, nan, nan, 7.86, 44.886, -1.07 
1293.0, 52765.0, 102.0, 2272.4, 41.8, 40.95, 46.2, 21.3, 24.1, 17.933, 12.88, 11.804, 8.575, 6.144, 7.75, 45.069, -0.78 
2477.0, 54058.0, 395.0, 2411.9, 42.9, 41.68, 51.1, nan, 309.0, 17.865, nan, nan, nan, nan, 7.57, 45.12, -0.55 
1936.0, 53330.0, 634.0, 2688.8, 42.2, 41.13, 59.9, 43.6, 55.0, 18.396, 13.31, 12.468, 9.441, 6.766, 8.0, 45.087, -1.01 
355.0, 51788.0, 414.0, 2115.8, 41.6, 39.51, 31.4, 30.9, 12.4, 16.271, 11.424, 10.548, 7.688, 5.282, 7.74, 45.139, -0.7 
1583.0, 52941.0, 39.0, 2584.2, 41.4, 39.9, 33.8, 32.6, 9.5, 18.478, 14.496, 13.605, 10.551, 7.942, 7.9, 45.121, -0.88 
527.0, 52342.0, 229.0, 2462.2, 42.0, 40.99, 126.0, nan, 50.4, 18.19, nan, nan, nan, nan, 7.88, 45.002, -0.98 
757.0, 52238.0, 43.0, 1353.1, 41.4, nan, 47.4, 63.9, 10.2, 17.695, 12.735, 11.613, 8.72, 6.491, 7.15, 45.096, -0.15 
2202.0, 53566.0, 592.0, 2669.8, 41.5, 40.35, 80.5, 29.7, 10.6, 16.962, 12.331, 11.319, 8.597, 6.574, 7.81, 45.152, -0.76 
2037.0, 53446.0, 208.0, 1439.3, 41.5, 41.56, 50.4, 48.9, 10.5, 18.523, nan, nan, nan, nan, 7.56, 45.183, -0.48 
1159.0, 52669.0, 65.0, 2034.8, 41.3, 41.01, 35.1, 66.3, 6.4, 18.025, nan, nan, nan, nan, 7.51, 45.21, -0.4 
2743.0, 54259.0, 26.0, 3057.7, 42.2, 41.12, 56.8, 11.7, 67.8, 18.332, nan, nan, nan, nan, 8.12, 45.072, -1.14 
1266.0, 52709.0, 627.0, 1983.7, 42.0, 41.32, 68.4, 29.9, 25.0, 17.789, 13.245, 12.214, 9.509, 7.572, 7.85, 45.316, -0.63 
1359.0, 53002.0, 596.0, 2410.2, 41.6, 40.73, 49.4, 41.1, 18.3, 18.452, nan, nan, nan, nan, 7.83, 44.985, -0.95 
2662.0, 54505.0, 293.0, 4100.1, nan, 41.79, 29.9, 78.3, nan, 16.988, nan, nan, nan, nan, 8.57, 45.637, -1.03 
1268.0, 52933.0, 270.0, 2807.0, 42.5, 41.47, 51.8, 0.9, 106.9, 18.203, 13.43, 12.265, 9.205, 6.653, 8.44, 45.12, -1.42 
1794.0, 54504.0, 331.0, 1630.3, 41.1, 42.16, 20.5, 96.2, 1.4, 17.219, nan, nan, nan, nan, 8.35, 45.564, -0.89 
732.0, 52221.0, 23.0, 1741.8, 41.7, 40.67, 69.2, 64.0, 26.5, 18.454, nan, nan, nan, nan, 7.45, 44.933, -0.62 
774.0, 52286.0, 283.0, 2683.9, 41.7, 40.87, 78.1, 32.9, 15.1, 16.498, nan, nan, nan, nan, 7.65, 45.215, -0.54 
881.0, 52368.0, 412.0, 1413.3, 41.3, 40.89, 42.7, 52.9, 9.4, 18.071, nan, nan, nan, nan, 7.34, 44.987, -0.45 
300.0, 51943.0, 272.0, 2312.4, 42.5, 41.43, 79.6, 12.2, 92.4, 17.585, 13.638, 12.443, 9.386, 6.508, 7.8, 45.242, -0.66 
2098.0, 53460.0, 574.0, 1356.0, 42.2, 41.29, 44.3, 48.6, 46.4, 17.461, nan, nan, nan, nan, 7.26, 45.212, -0.15 
1203.0, 52669.0, 607.0, 1650.4, 41.9, 40.78, 61.1, 38.2, 26.2, 18.351, 13.741, 12.73, 9.845, 7.694, 7.44, 45.119, -0.42 
930.0, 52618.0, 401.0, 2848.2, 41.4, 40.71, 68.6, 35.3, 11.3, 17.648, 12.835, 12.07, 10.21, 7.993, 8.03, 45.058, -1.07 
429.0, 51820.0, 627.0, 2036.0, 42.4, 41.23, 69.4, 5.6, 69.2, 18.078, 13.717, 12.72, 9.693, 6.769, 7.68, 45.267, -0.51 
551.0, 51993.0, 291.0, 1924.7, 41.6, 40.23, 64.6, 67.6, 9.5, 18.231, 13.888, 12.912, 10.132, 7.763, 7.73, 45.248, -0.58 
499.0, 51988.0, 9.0, 1997.1, 41.2, nan, 45.7, 42.4, 2.7, 17.426, nan, nan, nan, nan, 7.94, 45.425, -0.62 
608.0, 52081.0, 65.0, 2517.1, 41.3, 40.95, 63.0, 70.3, 4.3, 18.382, nan, nan, nan, nan, 7.84, 45.288, -0.65 
2170.0, 53875.0, 216.0, 1404.3, 41.6, 41.03, 18.2, 37.3, 17.2, 17.617, 12.78, 11.856, 8.645, 6.159, 7.61, 45.052, -0.66 
493.0, 51957.0, 109.0, 2739.7, 42.5, 41.49, 154.2, 10.4, 77.4, 18.006, nan, nan, nan, nan, 8.04, 45.264, -0.88 
2099.0, 53469.0, 186.0, 2436.5, 41.8, 40.98, 47.7, 16.6, 34.3, 18.145, nan, nan, nan, nan, 8.23, 44.982, -1.35 
1950.0, 53436.0, 512.0, 2424.4, 41.4, 40.2, 45.5, 28.5, 8.6, 18.48, nan, nan, nan, nan, 7.89, 45.124, -0.87 
1682.0, 53173.0, 209.0, 2570.7, 41.5, 40.99, 63.5, 15.6, 7.8, 18.519, 14.026, 13.07, 10.502, 8.809, 8.13, 45.265, -0.96 
638.0, 52081.0, 259.0, 1498.5, 41.2, 40.64, 51.1, 51.1, 6.1, 18.533, nan, nan, nan, nan, 7.33, 45.049, -0.38 
420.0, 51871.0, 248.0, 1339.0, 41.8, 41.1, 34.8, 5.5, 25.6, 17.35, nan, nan, nan, nan, 7.19, 45.023, -0.27 
1340.0, 52781.0, 317.0, 1377.9, 41.5, nan, 25.1, 43.7, 11.0, 18.408, 13.527, 12.5, 8.969, 6.373, 7.15, 45.128, -0.12 
1005.0, 52703.0, 260.0, 2043.4, 42.1, 42.13, 44.0, 5.6, 28.8, 18.024, 13.631, 12.563, 9.808, 7.592, 7.72, 45.281, -0.54 
836.0, 52376.0, 95.0, 1447.4, 41.4, 38.46, 35.1, 27.4, 10.5, 18.704, nan, nan, nan, nan, 7.22, 45.073, -0.25 
960.0, 52425.0, 214.0, 2199.1, 41.5, 40.33, 46.5, 41.2, 10.7, 16.776, nan, nan, nan, nan, 7.81, 45.097, -0.81 
1397.0, 53119.0, 316.0, 1989.2, 42.1, nan, 61.8, 53.9, 12.8, 16.761, nan, nan, nan, nan, 7.87, 45.604, -0.37 
341.0, 51690.0, 600.0, 1862.4, 41.5, 41.02, 38.6, 41.7, 9.5, 18.146, nan, nan, nan, nan, 7.59, 45.186, -0.51 
611.0, 52055.0, 341.0, 2206.3, 42.1, 41.03, 60.2, 27.8, 40.4, 18.424, nan, nan, nan, nan, 7.71, 45.168, -0.64 
1415.0, 52885.0, 319.0, 2156.7, 41.9, 41.57, 92.7, 28.9, 24.8, 17.708, 12.794, 11.83, 9.094, 6.874, 7.99, 45.212, -0.88 
1450.0, 53120.0, 615.0, 1385.7, 41.1, 40.07, 46.7, 58.8, 3.7, 18.653, nan, nan, nan, nan, 7.35, 45.164, -0.29 
1939.0, 53389.0, 338.0, 2646.2, 41.6, 41.18, 54.7, 31.7, 13.3, 18.6, nan, nan, nan, nan, 8.06, 45.161, -1.0 
416.0, 51811.0, 52.0, 1305.2, 41.3, 41.57, 18.2, 35.4, 7.4, 18.982, 14.506, 13.604, 10.568, 8.103, 8.0, 45.096, -1.0 
